1,2,3 
"葛根芩连汤(《伤寒论》)葛根黄芩黄连[MASK]甘草
","葛根芩连汤(《伤寒论》) 葛根 黄芩 黄连 炙甘草
",['炙']
"葱白七味[MASK](《外台秘要》)葱白葛根麦门冬干地黄豆豉生姜劳水（甘澜水）
","葱白七味饮(《外台秘要》) 葱白 葛根 麦门冬 干地黄 豆豉 生姜 劳水（甘澜水）
",['饮']
"葶苈大枣泻[MASK]汤(《金匮要略》)葶苈子大枣
","葶苈大枣泻肺汤(《金匮要略》) 葶苈子 大枣
",['肺']
"雄朱丸（《临证指南医案》)雄黄朱砂白附子猪[MASK]
","雄朱丸（《临证指南医案》) 雄黄 朱砂 白附子 猪心血
",['心血']
"[MASK]退热冲剂(《中华人民共和国药典》)大青叶板蓝根草河车连翘
","感冒退热冲剂(《中华人民共和国药典》) 大青叶 板蓝根 草河车 连翘
",['感冒']
"新加香薷[MASK](《温病条辨》)香薷金银花鲜扁豆花厚朴连翘
","新加香薷饮(《温病条辨》) 香薷 金银花 鲜扁豆花 厚朴 连翘
",['饮']
"新癀片(《新编[MASK]临床应用》)（1997年）牛黄九节茶
","新癀片(《新编中成药临床应用》)（1997年） 牛黄 九节茶
",['中成药']
"暖[MASK]煎(《景岳全书》)肉桂小茴香茯苓乌梅枸杞子当归沉香生姜
","暖肝煎(《景岳全书》) 肉桂 小茴香 茯苓 乌梅 枸杞子 当归 沉香 生姜
",['肝']
"滚[MASK]丸(《丹溪心法附余》)大黄黄芩礞石沉香
","滚痰丸(《丹溪心法附余》) 大黄 黄芩 礞石 沉香
",['痰']
"[MASK]丸(《中国基本[MASK]》)附子肉桂白术苍术苏子莱菔子甘草
","痰饮丸(《中国基本中成药》) 附子 肉桂 白术 苍术 苏子 莱菔子 甘草
","['痰饮', '中成药']"
"[MASK]郁汤（《杂病源流犀烛》)陈皮半夏胆南星瓜蒌海浮石苏子沉香前胡香附枳实当归甘草
","痰郁汤（《杂病源流犀烛》) 陈皮 半夏 胆南星 瓜蒌 海浮石 苏子 沉香 前胡 香附 枳实 当归 甘草
",['痰']
"辟瘟丹(《[MASK]成方配本》)大黄朱砂麝香冰片沉香公丁香檀香降香麻黄细辛天麻腰黄雌黄生月石山慈菇大戟五倍子千金霜肉桂茅术鬼箭羽苏合香
","辟瘟丹(《中药成方配本》) 大黄 朱砂 麝香 冰片 沉香 公丁香 檀香 降香 麻黄 细辛 天麻 腰黄 雌黄 生月石 山慈菇 大戟 五倍子 千金霜 肉桂 茅术 鬼箭羽 苏合香
",['中药']
"辟瘟丹(《[MASK]》)羚羊角朴硝牙皂广木香黄柏茅术茜草黄芩半夏文蛤银花黄连犀角川朴川乌玳瑁大黄藿香玄精石郁金茯苓香附桂心赤小豆降香白箭羽朱砂毛茨茹大枣甘遂大戟桑皮千金霜桃仁霜槟榔莪术胡椒葶苈子牛黄巴豆霜细辛白芍公丁香当归禹余粮滑石丹参山豆根麻黄麝香菖蒲安息香干姜蒲黄天麻升麻柴胡紫苏川芎草河车檀香桔梗白芷紫菀芫花雄黄琥珀冰片广皮腰黄斑蝥蜈蚣石龙子
","辟瘟丹(《验方》) 羚羊角 朴硝 牙皂 广木香 黄柏 茅术 茜草 黄芩 半夏 文蛤 银花 黄连 犀角 川朴 川乌 玳瑁 大黄 藿香 玄精石 郁金 茯苓 香附 桂心 赤小豆 降香 白箭羽 朱砂 毛茨茹 大枣 甘遂 大戟 桑皮 千金霜 桃仁霜 槟榔 莪术 胡椒 葶苈子 牛黄 巴豆霜 细辛 白芍 公丁香 当归 禹余粮 滑石 丹参 山豆根麻黄 麝香 菖蒲 安息香 干姜 蒲黄 天麻 升麻 柴胡 紫苏 川芎 草河车 檀香 桔梗 白芷 紫菀 芫花 雄黄 琥珀 冰片 广皮 腰黄 斑蝥 蜈蚣 石龙子
",['验方']
"摧肝丸（《医碥》)牛胆南星钩藤黄连滑石铁华粉青黛僵蚕天麻辰砂[MASK]甘草竹沥姜汁
","摧肝丸（《医碥》) 牛胆南星 钩藤 黄连 滑石 铁华粉 青黛 僵蚕 天麻 辰砂 炙甘草 竹沥 姜汁
",['炙']
"缩泉丸(《集[MASK]》)乌药山药益智仁
","缩泉丸(《集验方》) 乌药 山药 益智仁
",['验方']
"僵蚕达络[MASK]（《中医男科学》)白僵蚕苍术半夏陈皮路路通茯苓防己黄芪桂枝露蜂房九香虫栝蒌苡仁生蒲黄
","僵蚕达络饮（《中医男科学》) 白僵蚕 苍术 半夏 陈皮 路路通 茯苓 防己 黄芪 桂枝 露蜂房 九香虫 栝蒌 苡仁 生蒲黄
",['饮']
"镇心丹（《东医宝鉴》)辰砂生龙齿猪[MASK]
","镇心丹（《东医宝鉴》) 辰砂 生龙齿 猪心血
",['心血']
"镇脑宁(《新编[MASK]手册》)川芎藁本细辛白芷水牛角丹参猪脑
","镇脑宁(《新编中成药手册》) 川芎 藁本 细辛 白芷 水牛角 丹参 猪脑 
",['中成药']
"镇静安眠片(《临床实用[MASK]手册》)酸枣仁甘草山栀茯苓远志六神曲
","镇静安眠片(《临床实用中成药手册》) 酸枣仁 甘草 山栀 茯苓 远志 六神曲
",['中成药']
"黛蛤散(《[MASK]》)青黛海蛤壳
","黛蛤散(《验方》) 青黛 海蛤壳
",['验方']
"礞石滚[MASK]丸(《[MASK]主论》)青礞石沉香黄芩大黄朴硝
","礞石滚痰丸(《养生主论》)青礞石 沉香 黄芩 大黄 朴硝
","['痰', '养生']"
"藿香[MASK]散(《大平惠民和剂局方》)藿香厚朴苏叶陈皮大腹皮白芷茯苓白术半夏曲桔梗甘草生姜大枣
","藿香正气散(《大平惠民和剂局方》) 藿香 厚朴 苏叶 陈皮 大腹皮 白芷 茯苓 白术 半夏曲 桔梗 甘草 生姜 大枣
",['正气']
中医理论包括阴阳五行学说、[MASK]经络学说、气血[MASK]学说、[MASK][MASK]、四诊八纲、[MASK]施治等,中医理论包括阴阳五行学说、脏腑经络学说、气血津液学说、病因病机、四诊八纲、辨证施治等,"['脏腑', '津液', '病因', '病机', '辨证']"
中医妇科学就是要运用这些基本理论，以[MASK]为主导思想，系统地研究妇女生理病理特点和特有疾病的[MASK]、[MASK]、[MASK]、诊断、治疗和预防,中医妇科学就是要运用这些基本理论，以整体观念为主导思想，系统地研究妇女生理病理特点和特有疾病的病因、病机、症状、诊断、治疗和预防,"['整体观念', '病因', '病机', '症状']"
 《史记·楚世家》和《史记·夏本记》都有关于[MASK]的记载, 《史记·楚世家》和《史记·夏本记》都有关于难产的记载,['难产']
这一时期妇产科理论进展主要是[MASK]、优生学、胚胎学的相关理论,这一时期妇产科理论进展主要是难产、优生学、胚胎学的相关理论,['难产']
据《史记·扁鹊仓公列传》记载，[MASK]公淳于意首创“诊籍”，其中“韩女内寒月事不下”及“王美人怀子而不乳”的病案，是妇产科最早的病案,据《史记·扁鹊仓公列传》记载，太仓公淳于意首创“诊籍”，其中“韩女内寒月事不下”及“王美人怀子而不乳”的病案，是妇产科最早的病案,['太仓']
北齐徐之才的《逐月养胎法》明确指出怀胎十月[MASK]和调摄的注意事项,北齐徐之才的《逐月养胎法》明确指出怀胎十月养生和调摄的注意事项,['养生']
薛己著《薛氏医案》，成书于公元1528-1544年，即医案16种，凡28卷，大旨以[MASK]真阴真阳立论，对妇科理论也有重要影响,薛己著《薛氏医案》，成书于公元1528-1544年，即医案16种，凡28卷，大旨以命门真阴真阳立论，对妇科理论也有重要影响,['命门']
李明珍著《本草纲目》，成书于公元1578年，并著《[MASK]考》和《濒湖脉学》，其对月经理论和[MASK]的论述，对中医月经理论的发展做出了重要贡献,李明珍著《本草纲目》，成书于公元1578年，并著《奇经八脉考》和《濒湖脉学》，其对月经理论和奇经八脉的论述，对中医月经理论的发展做出了重要贡献,"['奇经八脉', '奇经八脉']"
明·赵养葵著《邯郸遗稿》，为其晚年作品，赵氏独重[MASK]学说，在《邯郸遗稿》中又有发挥,明·赵养葵著《邯郸遗稿》，为其晚年作品，赵氏独重命门学说，在《邯郸遗稿》中又有发挥,['命门']
张介宾著《景岳全书》，成书于公元1624年，全书凡64卷，有《妇人规》3卷，强调[MASK]阴精互为生化，形成了全面温补的一派，这对妇科理论发展有重要意义,张介宾著《景岳全书》，成书于公元1624年，全书凡64卷，有《妇人规》3卷，强调阳气阴精互为生化，形成了全面温补的一派，这对妇科理论发展有重要意义,['阳气']
”阴户系指女性阴蒂、大小阴唇、[MASK]唇系带及阴道前庭的部位,”阴户系指女性阴蒂、大小阴唇、阴唇系带及阴道前庭的部位,['阴']
 胞宫，又名女子胞、子处、子宫、子脏、[MASK]、胞室等, 胞宫，又名女子胞、子处、子宫、子脏、血室、胞室等,['血室']
 胞宫的功能《内经》称女子胞为“奇恒之府”，说明了它的功能不同于一般的[MASK], 胞宫的功能《内经》称女子胞为“奇恒之府”，说明了它的功能不同于一般的脏腑,['脏腑']
 人体以[MASK]、[MASK]为本，以气血为用, 人体以脏腑、经络为本，以气血为用,"['脏腑', '经络']"
[MASK]、[MASK]、气血的活动，男女基本相同,脏腑、经络、气血的活动，男女基本相同,"['脏腑', '经络']"
 胞宫是体现妇女生理特点的重要器官，它与[MASK]有密切的[MASK]联系和功能联系, 胞宫是体现妇女生理特点的重要器官，它与脏腑有密切的经络联系和功能联系,"['脏腑', '经络']"
冲、任、督、带四脉属“奇经”，胞宫为“奇恒之府”，冲、任、督三脉下起胞宫，上与[MASK]交会，冲、任、督、带又上连[MASK]，因此胞宫的生理功能主要与冲、任、督、带四脉的功能有关，从而使冲、任、督、带四脉在妇女生理中具有重要的地位,冲、任、督、带四脉属“奇经”，胞宫为“奇恒之府”，冲、任、督三脉下起胞宫，上与带脉交会，冲、任、督、带又上连十二经脉，因此胞宫的生理功能主要与冲、任、督、带四脉的功能有关，从而使冲、任、督、带四脉在妇女生理中具有重要的地位,"['带脉', '十二经脉']"
 为了进一步阐述冲、任、督、带四脉在妇科理论中的地位，下面将从胞宫与各脉、[MASK]的[MASK]联系及功能联系两个方面具体说明, 为了进一步阐述冲、任、督、带四脉在妇科理论中的地位，下面将从胞宫与各脉、脏腑的经络联系及功能联系两个方面具体说明,"['脏腑', '经络']"
 1．[MASK]与胞宫的[MASK]联系《灵枢·[MASK][MASK]》说[MASK]“起于胞中”，这就明确了[MASK]与胞宫的[MASK]联系, 1．冲脉与胞宫的经络联系《灵枢·五音五味》说冲脉“起于胞中”，这就明确了冲脉与胞宫的经络联系,"['冲脉', '经络', '五音', '五味', '冲脉', '冲脉', '经络']"
[MASK]循行，有上行、下行支，有体内、体表支，其体表循行支出于[MASK]（气冲穴）,冲脉循行，有上行、下行支，有体内、体表支，其体表循行支出于气街（气冲穴）,"['冲脉', '气街']"
 2．[MASK]与胞宫的功能联系[MASK]“渗诸阳”、“渗三阴”，与十二经相通，为十二经气血汇聚之所，是全身气血运行的要冲，而有“十二经之海”、“[MASK]”之称, 2．冲脉与胞宫的功能联系冲脉“渗诸阳”、“渗三阴”，与十二经相通，为十二经气血汇聚之所，是全身气血运行的要冲，而有“十二经之海”、“血海”之称,"['冲脉', '冲脉', '血海']"
因此，[MASK]之精血充盛，才能使胞宫有行经、胎孕的生理功能,因此，冲脉之精血充盛，才能使胞宫有行经、胎孕的生理功能,['冲脉']
 同样，[MASK]的功能也是以[MASK]为基础的, 同样，任脉的功能也是以脏腑为基础的,"['任脉', '脏腑']"
”说明[MASK]与胃脉交会于承浆，[MASK]得[MASK]濡养,”说明任脉与胃脉交会于承浆，任脉得胃气濡养,"['任脉', '任脉', '胃气']"
循股阴人毛中，过阴器，抵少腹”，与[MASK]交会于“曲骨,循股阴人毛中，过阴器，抵少腹”，与任脉交会于“曲骨,['任脉']
；脾足太阴之脉，“上膝股内前廉，人腹”，与[MASK]交会于“中极”；肾足少阴之脉,；脾足太阴之脉，“上膝股内前廉，人腹”，与任脉交会于“中极”；肾足少阴之脉,['任脉']
上膝股内后廉，贯脊属肾络膀胱”，与[MASK]交会于“关元,上膝股内后廉，贯脊属肾络膀胱”，与任脉交会于“关元,['任脉']
故[MASK]与[MASK]、[MASK]、肾三经分别交会于,故任脉与肝、脾、肾三经分别交会于,"['任脉', '肝', '脾']"
"二、[MASK]与胞宫
","二、脏腑与胞宫
",['脏腑']
 人体的卫、[MASK]、营、[MASK]、[MASK]、[MASK]、[MASK]、[MASK]都是[MASK]所化生的，[MASK]的功能活动是人体生命的根本, 人体的卫、气、营、血、津、液、精、神都是脏腑所化生的，脏腑的功能活动是人体生命的根本,"['气', '血', '津', '液', '精', '神', '脏腑', '脏腑']"
胞宫的行经、胎孕的生理功能是由[MASK]的滋养实现的,胞宫的行经、胎孕的生理功能是由脏腑的滋养实现的,['脏腑']
这里通过对[MASK]功能和经脉的论述阐明[MASK]功能是如何作用于胞宫的,这里通过对脏腑功能和经脉的论述阐明脏腑功能是如何作用于胞宫的,"['脏腑', '脏腑']"
 因此，肾与胞宫两者之间由于有密切的[MASK]联系和功能上的一致性，所以关系最为密切, 因此，肾与胞宫两者之间由于有密切的经络联系和功能上的一致性，所以关系最为密切,['经络']
女子发育到一定时期后，[MASK]旺盛，肾中真阴——天癸承由先天，而逐渐生化、充实，才促成胞宫有经、孕、产、育的生理功能,女子发育到一定时期后，肾气旺盛，肾中真阴——天癸承由先天，而逐渐生化、充实，才促成胞宫有经、孕、产、育的生理功能,['肾气']
 2．功能上的联系肝有藏[MASK]和调节血量的功能，主疏泄而司[MASK]，而胞宫行经和胎孕的生理功能，恰是以血为用的，因此，肝对胞宫的生理功能有重要的调节作用, 2．功能上的联系肝有藏血和调节血量的功能，主疏泄而司血海，而胞宫行经和胎孕的生理功能，恰是以血为用的，因此，肝对胞宫的生理功能有重要的调节作用,"['血', '血海']"
 1．[MASK]上的联系脾脉与[MASK]交会于“中极”，又与[MASK]交会于“三阴交”，可见脾脉通过冲、任二脉与胞宫相联系, 1．经络上的联系脾脉与任脉交会于“中极”，又与冲脉交会于“三阴交”，可见脾脉通过冲、任二脉与胞宫相联系,"['经络', '任脉', '冲脉']"
 1．[MASK]上的联系胃脉与[MASK]交会于“承浆”，与[MASK]交会于“气冲”，可见胃脉通过冲、任二脉与胞宫相联系, 1．经络上的联系胃脉与任脉交会于“承浆”，与冲脉交会于“气冲”，可见胃脉通过冲、任二脉与胞宫相联系,"['经络', '任脉', '冲脉']"
 1．[MASK]上的联系心与胞宫有一条直通的[MASK]联系，即《素问·评热病论》所说：“胞脉者属心而络于胞中”，又《素问·[MASK]空论》说：[MASK]“上贯心人喉，”可见[MASK]又通过[MASK]与胞宫相联系, 1．经络上的联系心与胞宫有一条直通的经络联系，即《素问·评热病论》所说：“胞脉者属心而络于胞中”，又《素问·骨空论》说：督脉“上贯心人喉，”可见心又通过督脉与胞宫相联系,"['经络', '经络', '骨', '督脉', '心', '督脉']"
 1．[MASK]上的联系《灵枢·[MASK]》说：“上额，循巅，下项中，循脊，人骶，是[MASK]也，络阴器, 1．经络上的联系《灵枢·营气》说：“上额，循巅，下项中，循脊，人骶，是督脉也，络阴器,"['经络', '营气', '督脉']"
上过毛中，人脐中，上循腹里，人缺盆，下注肺中”，可见肺与督、[MASK]是相通的，并藉督、任二脉与胞宫相联系,上过毛中，人脐中，上循腹里，人缺盆，下注肺中”，可见肺与督、任脉是相通的，并藉督、任二脉与胞宫相联系,['任脉']
在了解女性生殖脏器（胞宫）、冲任督带与胞宫、[MASK]与胞宫、天癸等理论基础上，根据《素问·上古天真论》“女子七岁，[MASK]盛，齿更发长；二七而天癸至，[MASK]通，太[MASK]盛，月事以时下”的记载，可以明确月经产生的主要过程及其环节，即“[MASK]—天癸—冲任—胞宫”的作用机制，（图3—1）,在了解女性生殖脏器（胞宫）、冲任督带与胞宫、脏腑与胞宫、天癸等理论基础上，根据《素问·上古天真论》“女子七岁，肾气盛，齿更发长；二七而天癸至，任脉通，太冲脉盛，月事以时下”的记载，可以明确月经产生的主要过程及其环节，即“肾气—天癸—冲任—胞宫”的作用机制，（图3—1）,"['脏腑', '肾气', '任脉', '冲脉', '肾气']"
“天癸至”是天癸自[MASK]下达于冲任（自上向下行，曰至），并对冲任发挥重要生理作用,“天癸至”是天癸自肾下达于冲任（自上向下行，曰至），并对冲任发挥重要生理作用,['肾']
 4．血溢胞宫，月经来潮（图3—1④）月经的产生是[MASK]满盈、满而自溢的理论，因此血溢胞宫，月经来潮, 4．血溢胞宫，月经来潮（图3—1④）月经的产生是血海满盈、满而自溢的理论，因此血溢胞宫，月经来潮,['血海']
 （1）[MASK]调节，[MASK]约束（图3—1⑤）肾脉通过冲、任、督、带四脉与胞宫相联系，同时冲、任、督、带四脉是相通的, （1）督脉调节，带脉约束（图3—1⑤）肾脉通过冲、任、督、带四脉与胞宫相联系，同时冲、任、督、带四脉是相通的,"['督脉', '带脉']"
因此，[MASK]的调节和惜[MASK]的约束应该是控制月经周期性的重要因素,因此，督脉的调节和惜脉的约束应该是控制月经周期性的重要因素,"['督脉', '脉']"
 1．从“[MASK]—天癸—冲任—胞宫”的月经产生机理中叮以看出，[MASK]在妇女生理活动中起主导作用，而具有特殊地位, 1．从“肾气—天癸—冲任—胞宫”的月经产生机理中叮以看出，肾气在妇女生理活动中起主导作用，而具有特殊地位,"['肾气', '肾气']"
所以在治疗妇科疾病时，[MASK]是时刻要考虑的因素,所以在治疗妇科疾病时，肾气是时刻要考虑的因素,['肾气']
如月经不调、[MASK]、经闭、[MASK]、胎动不安、[MASK]、[MASK]等多因[MASK][MASK]所致，因此补益[MASK]是治疗的关键，而又常收到较好的效果,如月经不调、崩漏、经闭、痛经、胎动不安、滑胎、不孕等多因肾气虚损所致，因此补益肾气是治疗的关键，而又常收到较好的效果,"['崩漏', '痛经', '滑胎', '不孕', '肾气', '虚损', '肾气']"
 “带下”一词，首见于《素问·[MASK]空论》, “带下”一词，首见于《素问·骨空论》,['骨']
 生理性带下是[MASK]精下润之液, 生理性带下是肾精下润之液,['肾']
《景岳全书》说：“盖[MASK]出于胞中，精之余也,《景岳全书》说：“盖白带出于胞中，精之余也,['白带']
”生理性带下在月经初潮后明显出现，在绝经后明显减少，而且随着月经的周期性变化，带下的量也有周期性改变，因此带下的产生与[MASK]盛衰、天癸至竭、冲任督带功能正常与否有重要而直接的关系,”生理性带下在月经初潮后明显出现，在绝经后明显减少，而且随着月经的周期性变化，带下的量也有周期性改变，因此带下的产生与肾气盛衰、天癸至竭、冲任督带功能正常与否有重要而直接的关系,['肾气']
根据月经产生机理的外延及事实，则生理性带下产生的机理如下：[MASK]旺盛，所藏五脏六腑之精在天癸作用下，通过[MASK]到达胞中生成生理性带下，此过程又得到[MASK]的温化和[MASK]的约束,根据月经产生机理的外延及事实，则生理性带下产生的机理如下：肾气旺盛，所藏五脏六腑之精在天癸作用下，通过任脉到达胞中生成生理性带下，此过程又得到督脉的温化和带脉的约束,"['肾气', '任脉', '督脉', '带脉']"
人始生，先成[MASK]，精成而脑髓生，骨为干，脉为营，筋为刚，肉为墙，皮肤坚而毛发长,人始生，先成精，精成而脑髓生，骨为干，脉为营，筋为刚，肉为墙，皮肤坚而毛发长,['精']
二月始膏，三月始胞，四月形体成，五月胎动，六月筋骨立，七月发生，八月[MASK]具，九月谷气人[MASK]，十月诸神备，日满即产矣,二月始膏，三月始胞，四月形体成，五月胎动，六月筋骨立，七月发生，八月脏腑具，九月谷气人胃，十月诸神备，日满即产矣,"['脏腑', '胃']"
分娩时的用力汗出和产创出血，损伤了阴液，整—个机体的生理特点是“阴血骤[MASK]，[MASK]易浮”,分娩时的用力汗出和产创出血，损伤了阴液，整—个机体的生理特点是“阴血骤虚，阳气易浮”,"['虚', '阳气']"
因此在产后1-2日内，常有轻微的[MASK]、[MASK]等阴虚阳旺的[MASK]，如无其他致病因素，一般短时间内会自然消失,因此在产后1-2日内，常有轻微的发热、自汗等阴虚阳旺的症状，如无其他致病因素，一般短时间内会自然消失,"['发热', '自汗', '症状']"
 月经、带下、妊娠、分娩、哺乳是妇女的生理特点，这都是[MASK]、[MASK]、气血乃至天癸的化生功能作用于胞宫的结果，特别是与[MASK]、天癸的主导作用分不开的, 月经、带下、妊娠、分娩、哺乳是妇女的生理特点，这都是脏腑、经络、气血乃至天癸的化生功能作用于胞宫的结果，特别是与肾气、天癸的主导作用分不开的,"['脏腑', '经络', '肾气']"
"第一节[MASK]
","第一节 病因
",['病因']
淫邪因素之中以寒、热、湿为多发；情志因素方面以怒、思、恐为常见；生活因素主要指早婚多产、房事不节、饮食失调、劳逸过度、跌扑损伤等；体质因素（包括先天因素）是指人的体质强弱而言，即[MASK]、[MASK]、气血活动的盛衰,淫邪因素之中以寒、热、湿为多发；情志因素方面以怒、思、恐为常见；生活因素主要指早婚多产、房事不节、饮食失调、劳逸过度、跌扑损伤等；体质因素（包括先天因素）是指人的体质强弱而言，即脏腑、经络、气血活动的盛衰,"['脏腑', '经络']"
淫邪因素、情志因素和生活因素都是致病的条件，它们作用于机体后能否发病，以及发病后的表现形式、程度与转归如何，是由体质因素决定的，而妇科病证则常是由[MASK]、气血、冲任督带四脉和胞宫功能盛衰来决定的,淫邪因素、情志因素和生活因素都是致病的条件，它们作用于机体后能否发病，以及发病后的表现形式、程度与转归如何，是由体质因素决定的，而妇科病证则常是由脏腑、气血、冲任督带四脉和胞宫功能盛衰来决定的,['脏腑']
妇女受到过度的精神刺激，情志发生变化，主要引起气分病变，继而引起血分病变，使气血不和，以致机体[MASK]失调、[MASK]功能失常而发病,妇女受到过度的精神刺激，情志发生变化，主要引起气分病变，继而引起血分病变，使气血不和，以致机体阴阳失调、脏腑功能失常而发病,"['阴阳', '脏腑']"
内伤[MASK]之中，以怒、思、恐对妇科病[MASK]影响较著，故分述于下,内伤七情之中，以怒、思、恐对妇科病证影响较著，故分述于下,"['七情', '证']"
若过食辛辣助阳之品，可致月经先期、[MASK]、经行吐衄、胎动不安等；过食寒凉生冷食物，可致[MASK]、[MASK]、带下[MASK]等,若过食辛辣助阳之品，可致月经先期、月经过多、经行吐衄、胎动不安等；过食寒凉生冷食物，可致痛经、闭经、带下病等,"['月经过多', '痛经', '闭经', '病']"
吴德汉《医理辑要》说：“要知易风为病者，表气素[MASK]；易寒为病者，[MASK]素弱；易热为病者，[MASK]素衰；易伤食者，脾胃必亏；易劳伤者，[MASK]必损,吴德汉《医理辑要》说：“要知易风为病者，表气素虚；易寒为病者，阳气素弱；易热为病者，阴气素衰；易伤食者，脾胃必亏；易劳伤者，中气必损,"['虚', '阳气', '阴气', '中气']"
须知发病之日，即[MASK]不足之时,须知发病之日，即正气不足之时,['正气']
 2．肝肝藏[MASK]，主琉泄，性喜条达, 2．肝肝藏血，主琉泄，性喜条达,['血']
若情志不畅，[MASK]郁结，则血为[MASK]，冲任失畅，[MASK]蓄溢失常，可引起月经先后无定期；冲任失畅，胞脉阻滞，可引起[MASK]、[MASK]等,若情志不畅，肝气郁结，则血为气滞，冲任失畅，血海蓄溢失常，可引起月经先后无定期；冲任失畅，胞脉阻滞，可引起痛经、闭经等,"['肝气', '气滞', '血海', '痛经', '闭经']"
若[MASK]郁化火，热伤冲任，迫血妄行，可引起带下病、阴痒等,若肝郁化火，热伤冲任，迫血妄行，可引起带下病、阴痒等,['肝']
若[MASK]犯胃，孕期[MASK]气盛，挟[MASK]上逆，可引起妊娠[MASK],若肝气犯胃，孕期冲脉气盛，挟胃气上逆，可引起妊娠呕吐,"['肝气', '冲脉', '胃气', '呕吐']"
若肝血不足，孕后血聚冲任养胎，肝血愈[MASK]，[MASK]偏亢，可引起妊娠眩晕，甚则肝风内动，[MASK]为妊娠痫证,若肝血不足，孕后血聚冲任养胎，肝血愈虚，肝阳偏亢，可引起妊娠眩晕，甚则肝风内动，发为妊娠痫证,"['虚', '肝阳', '发']"
由于经、孕、产、乳都是以血为用，而且皆易耗[MASK]，所以机体常处于血分不足、气偏有余的状态,由于经、孕、产、乳都是以血为用，而且皆易耗血，所以机体常处于血分不足、气偏有余的状态,['血']
《灵枢，[MASK][MASK]》说：“妇人之生，有余于气，不足于[MASK]，以其数脱血也,《灵枢，五音五味》说：“妇人之生，有余于气，不足于血，以其数脱血也,"['五音', '五味', '血']"
”由于气血之间是相互依存、相互滋生的，伤于[MASK]，必影响到[MASK]，伤于[MASK]，也会影响到[MASK]，所以临证时应该分析是以血为主，或以气为主的不同[MASK],”由于气血之间是相互依存、相互滋生的，伤于血，必影响到气，伤于气，也会影响到血，所以临证时应该分析是以血为主，或以气为主的不同病机,"['血', '气', '气', '血', '病机']"
一般说来，情志变化主要引起气分病变，如《素问·举痛论》说：“百病皆生于[MASK]也，怒则气上，喜则气缓，悲则气消，恐则气下……惊则气乱，劳则气耗，恩则气结，”而寒、热、[MASK]则主要引起血分病变，如《素问·调经论》说：“寒湿之中人也，皮肤不收，肌肉坚紧，荣血泣（涩），”《素问·[MASK]应象大沦》说：“热盛则肿,一般说来，情志变化主要引起气分病变，如《素问·举痛论》说：“百病皆生于气也，怒则气上，喜则气缓，悲则气消，恐则气下……惊则气乱，劳则气耗，恩则气结，”而寒、热、湿邪则主要引起血分病变，如《素问·调经论》说：“寒湿之中人也，皮肤不收，肌肉坚紧，荣血泣（涩），”《素问·阴阳应象大沦》说：“热盛则肿,"['气', '湿邪', '阴阳']"
”说明了寒、热、[MASK]主要伤于[MASK],”说明了寒、热、湿邪主要伤于营血,"['湿邪', '营血']"
明确这一病机要点可以为审因论治提供线索；兹将气血失调具体[MASK]分述如下,明确这一病机要点可以为审因论治提供线索；兹将气血失调具体病机分述如下,['病机']
 妇科疾病的四诊要点，在对全身[MASK]了解的同时，着重阐述经、带、胎、产方面的诊察方法, 妇科疾病的四诊要点，在对全身症状了解的同时，着重阐述经、带、胎、产方面的诊察方法,['症状']
 1．望月经经量过多，多属[MASK]或[MASK]；经量过少，多属[MASK]、肾虚或寒凝血滞；经量时多时少，多属[MASK]、肾虚, 1．望月经经量过多，多属血热或气虚；经量过少，多属血虚、肾虚或寒凝血滞；经量时多时少，多属气郁、肾虚,"['血热', '气虚', '血虚', '气郁']"
经色紫红或鲜红，多属[MASK]；经色淡红，多属[MASK]、[MASK]；经色紫黯，多属瘀滞,经色紫红或鲜红，多属血热；经色淡红，多属气虚、血虚；经色紫黯，多属瘀滞,"['血热', '气虚', '血虚']"
经质稠粘，多届瘀、热；经质稀薄，多属[MASK]、寒；夹紫黯血块者，多属[MASK],经质稠粘，多届瘀、热；经质稀薄，多属虚、寒；夹紫黯血块者，多属血瘀,"['虚', '血瘀']"
 [MASK]包括耳听声音、鼻嗅气味两个方面, 闻诊包括耳听声音、鼻嗅气味两个方面,['闻诊']
 2．鼻嗅气味了解病体及病室气味，以辨[MASK]、寒热, 2．鼻嗅气味了解病体及病室气味，以辨阴阳、寒热,['阴阳']
若气味腥臭，多属寒湿；气味臭秽，多属[MASK]或湿热蕴结；气味恶臭难闻者，多属邪毒壅盛，或瘀浊败脓等病变，为临床险症,若气味腥臭，多属寒湿；气味臭秽，多属血热或湿热蕴结；气味恶臭难闻者，多属邪毒壅盛，或瘀浊败脓等病变，为临床险症,['血热']
主诉在[MASK]时必须首先询问清楚，在具体书写时要求文字简练、精确,主诉在问诊时必须首先询问清楚，在具体书写时要求文字简练、精确,['问诊']
主诉为妇科的其他[MASK]内容提供了线索，在疾病的诊断上有重要价值,主诉为妇科的其他问诊内容提供了线索，在疾病的诊断上有重要价值,['问诊']
 6．婚产史问结婚年龄，配偶健康情况，孕产次数，有无堕胎、小产、[MASK]、死胎、葡萄胎、胎前产后诸病，以及避孕措施等, 6．婚产史问结婚年龄，配偶健康情况，孕产次数，有无堕胎、小产、难产、死胎、葡萄胎、胎前产后诸病，以及避孕措施等,['难产']
